Country,Country__colour,id,EuSCAPE ID or sample name,Data source,Data source__colour,Carbapenem resistance,Carbapenem resistance__colour,Host,Host__colour,Sample type,Clinical importance,Clinical importance__colour,Epidemiological context,Epidemiological context__colour,ST,ST__colour,latitude,longitude,Location accuracy,Location accuracy__colour,day,month,year,Hospital code,Best matching K-type (capsular loci),Best matching K-type (capsular loci)__colour,Presence/absence of KPC-like in silico,Presence/absence of KPC-like in silico__colour,KPC-like variant,KPC-like variant__colour,Presence/absence of OXA-48-like in silico,Presence/absence of OXA-48-like in silico__colour,OXA-48-like variant,OXA-48-like variant__colour,Colistin resistance,Colistin resistance__colour
Italy,#4D58F9,18174_7#64,EuSCAPE_IT333,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (catheter tip),Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,41.87,12.48,Address-level,#fef0d9,18,11,2013,21,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#66,EuSCAPE_IT335,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,41.87,12.48,Address-level,#fef0d9,12,11,2013,21,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#67,EuSCAPE_IT336,EuSCAPE,#66c2a5,Comparator isolate (susceptible) (EuSCAPE),#76F013,Human,#2c7fb8,Lower Respiratory Tract Secrection,Unknown,#A4A4A4,Community Onset,#a6cee3,512,#1F8C7F,44.8323024,11.6318629,Address-level,#fef0d9,2,5,2014,179,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Italy,#4D58F9,18174_7#68,EuSCAPE_IT337,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Other (liquid drain),Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,41.87,12.48,Address-level,#fef0d9,28,11,2013,21,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_7#72,EuSCAPE_IT341,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,44.8323024,11.6318629,Address-level,#fef0d9,18,4,2014,179,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#74,EuSCAPE_IT343,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,44.8323024,11.6318629,Address-level,#fef0d9,18,4,2014,179,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#80,EuSCAPE_IT349,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,512,#1F8C7F,44.8323024,11.6318629,Address-level,#fef0d9,30,4,2014,179,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_7#90,EuSCAPE_IT359,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,45.8521198,9.4151196,Address-level,#fef0d9,25,11,2013,180,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#97,EuSCAPE_IT366,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,45.8521198,9.4151196,Address-level,#fef0d9,10,2,2014,180,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,18174_7#99,EuSCAPE_IT368,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,45.8521198,9.4151196,Address-level,#fef0d9,15,2,2014,180,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,19646_3#153,EuSCAPE_IT094,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,512,#1F8C7F,41.4568925,15.5236318,Address-level,#fef0d9,13,11,2013,16,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,19646_3#155,EuSCAPE_IT096,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,512,#1F8C7F,41.4568925,15.5236318,Address-level,#fef0d9,17,11,2013,16,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_6#103,EuSCAPE_IT199,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Colonization,#1b9e77,Community Onset,#a6cee3,512*,#1F8C7F,43.822305,7.7779628,Address-level,#fef0d9,25,11,2013,181,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Italy,#4D58F9,18174_6#15,EuSCAPE_IT106,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,512*,#1F8C7F,45.1193476,7.7061494,Address-level,#fef0d9,11,11,2013,12,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Poland,#F8A690,17870_2#38,EuSCAPE_PL026,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,53.12,23.16,Address-level,#fef0d9,27,11,2013,197,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Poland,#F8A690,17870_2#51,EuSCAPE_PL039,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Lower Respiratory Tract Secrection,Colonization,#1b9e77,Hospital Acquisition,#1f78b4,258,#0730E8,53.12,23.16,Address-level,#fef0d9,20,1,2014,197,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
Spain,#BA026E,18489_5#27,EuSCAPE_ES287,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.4152041,2.1758029,Address-level,#fef0d9,24,2,2014,129,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Spain,#BA026E,18489_5#29,EuSCAPE_ES289,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Blood,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.4152041,2.1758029,Address-level,#fef0d9,6,3,2014,129,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Spain,#BA026E,18489_5#31,EuSCAPE_ES291,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.4152041,2.1758029,Address-level,#fef0d9,7,4,2014,129,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Spain,#BA026E,18489_5#33,EuSCAPE_ES293,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Wound Secretion,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,41.4152041,2.1758029,Address-level,#fef0d9,29,4,2014,129,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#102,EuSCAPE_UK048,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,53.4875447,-2.3234243,Address-level,#fef0d9,28,2,2014,196,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#111,EuSCAPE_UK057,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Hospital Acquisition,#1f78b4,258,#0730E8,51.4865555,-0.219482,Address-level,#fef0d9,22,3,2014,32,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
United Kingdom,#FABE32,19084_3#71,EuSCAPE_UK014,EuSCAPE,#66c2a5,Suspected non-susceptible to carbapenems (EuSCAPE),#ED462F,Human,#2c7fb8,Urine,Infection,#d95f02,Community Onset,#a6cee3,258,#0730E8,53.4875447,-2.3234243,Address-level,#fef0d9,3,12,2013,196,KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Sensitive,#76F013
Italy,#4D58F9,12C48,12C48,Giani et al. 2013,#333399,Non-susceptible (correspondence with authors),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,512,#1F8C7F,43.7695604,11.2558136,Town-level,#fdcc8a,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Resistant,#ED462F
USA,#38E807,AJZV01,KPNIH2,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Wound,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AJZW01,KPNIH4,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Peritoneal fluid,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AJZX01,KPNIH5,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Peritoneal fluid,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AJZY01,KPNIH6,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Peritoneal fluid,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAA01,KPNIH8,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAB01,KPNIH9,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAD01,KPNIH11,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAE01,KPNIH12,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAF01,KPNIH14,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAG01,KPNIH16,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Throat,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAH01,KPNIH17,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAI01,KPNIH18,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAJ01,KPNIH19,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAK01,KPNIH20,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Throat,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAL01,KPNIH21,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAM01,KPNIH22,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Rectal swab,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,AKAN01,KPNIH23,Public (NIH Bethesda),#ffffbf,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Hospital Acquisition,#1f78b4,258,#0730E8,37.09024,-95.712891,Country-level,#b30000,,,2011,Unknown hospital (nosocomial acquisition),KL107,#e31a1c,Present,#ED462F,KPC-like KPC-3,#7570b3,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198718,125,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,E,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198737,40,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,K,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
Israel,#07B7E8,SRR4198770,44,Adler et al. 2017,#3498DB,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,31.046051,34.851612,Country-level,#b30000,,,2008,K,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561296,US-CA-2007b,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,36.778261,-119.4179324,Region/state-level,#e34a33,,,2007,Unknown acquisition (community/hospital),KL30,#ff7f00,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561303,US-DE-2007,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,38.9108325,-75.5276699,Region/state-level,#e34a33,,,2007,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561308,US-GA-2007,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,32.1656221,-82.9000751,Region/state-level,#e34a33,,,2007,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561318,US-MA-2008,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.4072107,-71.3824374,Region/state-level,#e34a33,,,2008,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561332,US-NJ-2007a,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,40.0583238,-74.4056612,Region/state-level,#e34a33,,,2007,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561351,US-PA-2007,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,41.2033216,-77.1945247,Region/state-level,#e34a33,,,2007,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,SRR1561355,US-RI-2008,Bowers et al. 2015,#B32646,Unknown,#A4A4A4,Human,#2c7fb8,Unknown,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,41.5800945,-71.4774291,Region/state-level,#e34a33,,,2008,Unknown acquisition (community/hospital),KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,BIDMC_16,BIDMC_16,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Blood culture,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,11,2009,Boston historical,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,BWH_41,BWH_41,Cerquiera et al. 2017,#EA952E,Susceptible (reported in Cerquiera et al. 2017),#76F013,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,9,2012,Boston prospective,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,MGH_29,MGH_29,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Respiratory,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,9,2012,Boston prospective,KL106,#a6cee3,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,MGH_31,MGH_31,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Tissue,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,9,2012,Boston prospective,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,MGH_59,MGH_59,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,4,2013,Boston prospective,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,MGH_71,MGH_71,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,42.3600825,-71.0588801,Town-level,#fdcc8a,,6,2013,Boston prospective,KL106,#a6cee3,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,UCI_22,UCI_22,Cerquiera et al. 2017,#EA952E,Susceptible (reported in Cerquiera et al. 2017),#76F013,Human,#2c7fb8,Sputum,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,33.6845673,-117.8265049,Town-level,#fdcc8a,,,2013,Irvine prospective,KL38,#984ea3,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,UCI_38,UCI_38,Cerquiera et al. 2017,#EA952E,Susceptible (reported in Cerquiera et al. 2017),#76F013,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,33.6845673,-117.8265049,Town-level,#fdcc8a,,,2013,Irvine prospective,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
USA,#38E807,UCI_43,UCI_43,Cerquiera et al. 2017,#EA952E,Non-susceptible (reported in Cerquiera et al. 2017),#ED462F,Human,#2c7fb8,Urine,Unknown,#A4A4A4,Unknown,#A4A4A4,258,#0730E8,33.6845673,-117.8265049,Town-level,#fdcc8a,,,2013,Irvine prospective,KL107,#e31a1c,Absent,#76F013,Not applicable,#4d4d4d,Absent,#76F013,Not applicable,#4d4d4d,Unknown,#bdbdbd
